City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
290,qamdo,31.1667,97.2333,43.9,77,91,3.8,CN,1691360482
291,lorengau,-2.0226,147.2712,80.87,75,89,15.26,PG,1691360483
292,sao felix do xingu,-6.6447,-51.995,87.01,31,24,2.46,BR,1691360483
293,ridgecrest,35.6225,-117.6709,108.01,8,0,13.8,US,1691360220
294,sovetskiy,61.3614,63.5842,63.27,76,97,2.04,RU,1691360355
295,kampong speu,11.5,104.3333,78.67,79,100,7.36,KH,1691360484
296,meadow lakes,61.6247,-149.6011,66.9,87,75,8.05,US,1691360484
297,omaruru,-21.4333,15.9333,59.58,21,0,6.67,NA,1691360484
298,laojunmiao,39.8333,97.7333,70.12,28,74,3.71,CN,1691360221
299,sao vicente,-23.9631,-46.3919,87.98,26,0,1.81,BR,1691360485
300,tshabong,-26.05,22.45,55.72,28,5,7.38,BW,1691360485
301,rio preto da eva,-2.6994,-59.6997,88.93,41,80,1.97,BR,1691360486
302,zhytkavichy,52.2168,27.8561,78.82,50,0,15.97,BY,1691360486
303,bodo,67.28,14.405,55.44,76,0,5.75,NO,1691360299
304,guiratinga,-16.3494,-53.7583,82.33,25,2,4.38,BR,1691360487
305,gadzhiyevo,69.2551,33.3362,51.96,80,21,9.28,RU,1691360215
306,dabeiba,7.0017,-76.2672,79.75,96,100,2.59,CO,1691360488
307,chinde,26.8418,88.0763,66.69,90,100,2.66,NP,1691360489
308,kaoma,-14.7833,24.8,61.54,60,4,8.75,ZM,1691360489
309,sao joao da barra,-21.6403,-41.0511,73.49,74,11,20.18,BR,1691360489
310,ghat,24.9647,10.1728,95.76,9,0,6.35,LY,1691360490
311,klaksvik,62.2266,-6.589,52.72,89,100,10.6,FO,1691360490
312,balqash,46.8481,74.995,71.04,68,82,5.5,KZ,1691360490
313,odesskoye,54.2111,72.9651,59.56,61,0,7.78,RU,1691360485
314,palmer,42.1584,-72.3287,83.57,49,75,6.91,US,1691360253
315,caister-on-sea,52.6481,1.7265,54.37,77,0,16.73,GB,1691360491
316,ketchikan,55.3422,-131.6461,72.07,68,20,13.8,US,1691360331
317,maiduguri,11.8464,13.1603,76.59,78,52,8.28,NG,1691360491
318,tyrnyauz,43.3828,42.9183,66.63,73,2,9.95,RU,1691360492
319,punta alta,-38.8759,-62.0736,50.07,53,20,20.8,AR,1691360492
320,gulf breeze,30.3571,-87.1639,98.22,70,0,13.8,US,1691360492
321,koundara,12.4833,-13.3,75.6,95,100,8.21,GN,1691360492
322,hailin,44.5833,129.4167,59.95,98,100,5.06,CN,1691360492
323,baoma,31.4859,106.1128,75.7,91,46,3.53,CN,1691360493
324,tripoli,32.8752,13.1875,78.26,62,0,3.31,LY,1691360493
325,rio grande,-32.035,-52.0986,75.31,82,0,8.46,BR,1691360494
326,port-vila,-17.7338,168.3219,74.8,83,40,9.22,VU,1691360494
327,nicoya,10.1483,-85.452,87.21,64,100,7.78,CR,1691360375
328,buritizeiro,-17.3511,-44.9622,73.18,25,1,1.86,BR,1691360495
329,hami,42.8,93.45,82.24,17,64,5.82,CN,1691360495
330,kyzyl,51.7,94.45,57.25,84,70,3.36,RU,1691360286
331,dali,25.7,100.1833,64.06,97,100,0.45,CN,1691360496
332,rozhyshche,50.9154,25.2691,66.13,97,96,4.36,UA,1691360496
333,kavieng,-2.5744,150.7967,80.89,75,100,13.2,PG,1691360496
334,sandnessjoen,66.0217,12.6316,55.92,82,75,8.05,NO,1691360496
335,daru,-9.0763,143.2092,76.48,69,100,12.06,PG,1691360497
336,hadibu,12.65,54.0333,77.5,81,99,19.33,YE,1691360497
337,urangan,-25.3,152.9,64.11,74,65,13.06,AU,1691360497
338,cooper's town,26.8667,-77.5167,86.47,73,25,8.19,BS,1691360498
339,miri,4.4148,114.0089,77.14,88,40,3.44,MY,1691360498
340,loukhi,66.0764,33.0381,54.46,85,90,5.59,RU,1691360498
341,galliano,29.4422,-90.2992,98.6,55,0,12.66,US,1691360499
342,usinsk,65.9939,57.5281,60.67,98,83,10.87,RU,1691360499
343,fukuecho,32.6881,128.8419,84.06,82,4,15.03,JP,1691360499
344,puerto gaitan,4.3133,-72.0816,83.1,77,100,4.05,CO,1691360500
345,miasskoye,55.2784,61.8905,63.48,97,3,9.69,RU,1691360500
346,grafton,42.207,-71.6856,83.3,53,0,5.75,US,1691360254
347,marang,5.2056,103.2059,76.91,89,69,4.0,MY,1691360501
348,bam,29.106,58.357,86.25,21,3,10.22,IR,1691360502
349,nioki,-2.7167,17.6833,85.39,35,100,3.6,CD,1691360502
350,enoch,37.7733,-113.0244,91.65,13,0,13.8,US,1691360502
351,arno,60.1167,18.6333,64.78,96,77,13.69,SE,1691360503
352,sao desiderio,-12.3633,-44.9733,75.87,25,0,5.19,BR,1691360503
353,tura,25.5198,90.2201,75.22,99,100,2.91,IN,1691360504
354,lewisville,33.0462,-96.9942,107.42,32,0,14.97,US,1691360504
355,callao,-12.0667,-77.15,70.09,68,20,16.11,PE,1691360504
356,rongelap,11.1635,166.8941,82.94,77,37,12.24,MH,1691360504
357,pangody,65.85,74.4859,62.35,60,7,6.31,RU,1691360505
358,kununurra,-15.7667,128.7333,69.78,40,15,8.05,AU,1691360506
359,horasan,40.0458,42.1728,65.21,61,42,2.44,TR,1691360506
360,leh,34.1667,77.5833,62.56,54,40,5.82,IN,1691360506
361,argo,37.6333,22.7333,78.78,63,0,5.59,GR,1691360507
362,sorong,-0.8833,131.25,77.79,86,71,15.95,ID,1691360508
363,tremonton,41.7119,-112.1655,86.41,28,0,4.61,US,1691360508
364,santa eularia des riu,38.9846,1.5341,78.89,67,0,5.75,ES,1691360509
365,balpyk bi,44.8947,78.2083,75.47,40,92,4.76,KZ,1691360509
366,dolbeau-mistassini,48.8763,-72.212,74.05,66,71,7.81,CA,1691360509
367,havre,49.5833,0.3333,60.57,82,75,14.97,FR,1691360509
368,rajaori,33.3833,74.3,72.7,71,0,5.7,IN,1691360510
369,gusinoozyorsk,51.2833,106.5,58.17,91,95,4.38,RU,1691360510
370,palma sola,-23.9634,-64.2987,72.79,41,0,1.25,AR,1691360510
371,kapa'a,22.0752,-159.319,88.12,72,40,12.66,US,1691360510
372,troia,41.3631,15.3124,67.53,71,0,7.61,IT,1691360511
373,nizhniy kuranakh,58.8353,125.4869,64.58,71,86,0.74,RU,1691360511
374,zadar,44.1197,15.2422,63.21,94,40,11.5,HR,1691360511
375,sucre,-19.0333,-65.2627,67.91,19,41,3.36,BO,1691360511
376,egilsstadir,65.2653,-14.3948,42.71,93,40,8.05,IS,1691360512
377,mohyliv-podilskyi,48.446,27.7982,66.27,91,43,8.16,UA,1691360512
378,ballina,-28.8667,153.5667,55.78,91,99,7.47,AU,1691360512
379,moya,28.0906,-15.5883,67.87,83,30,11.23,ES,1691360512
380,aginskoye,51.1,114.53,59.81,76,100,2.24,RU,1691360513
381,sisimiut,66.9395,-53.6735,48.88,69,21,7.34,GL,1691360513
382,jumla,29.2747,82.1838,61.48,97,97,1.54,NP,1691360513
383,oranjemund,-28.55,16.4333,54.9,84,0,5.88,NA,1691360514
384,port alfred,-33.5906,26.891,56.17,92,22,3.0,ZA,1691360514
385,isla vista,34.4133,-119.861,94.98,56,2,4.07,US,1691360514
386,tillaberi,14.2117,1.4531,83.91,61,80,3.31,NE,1691360515
387,ochakiv,46.6128,31.5498,75.76,90,0,11.54,UA,1691360516
388,jiangyou,31.7667,104.7167,76.06,88,100,3.6,CN,1691360516
389,hamilton,39.1834,-84.5333,87.22,59,0,13.8,US,1691360465
390,plettenberg bay,-34.0527,23.3716,54.57,79,0,4.25,ZA,1691360517
391,warman,52.3168,-106.5679,83.08,38,40,16.11,CA,1691360517
392,monywa,22.1167,95.1333,80.33,76,100,14.29,MM,1691360517
393,eyl,7.9803,49.8164,77.83,74,69,28.39,SO,1691360517
394,verkhnevilyuysk,63.4453,120.3167,59.5,66,63,5.59,RU,1691360518
395,opuwo,-18.0607,13.84,60.64,20,0,7.7,NA,1691360518
396,gewane,10.1664,40.6453,86.22,45,53,5.66,ET,1691360518
397,lagos,6.5833,3.75,76.48,90,100,7.47,NG,1691360518
398,agadez,19.75,10.25,93.22,25,0,8.79,NE,1691360519
399,datca,36.7378,27.6842,76.05,82,0,7.36,TR,1691360519
400,bongaree,-27.0797,153.1586,62.06,84,13,11.21,AU,1691360519
401,nyala,12.05,24.8833,79.92,65,87,7.92,SD,1691360520
402,harper,4.375,-7.7169,76.87,84,47,5.44,LR,1691360520
403,tchintabaraden,15.8969,5.7985,89.44,46,45,9.48,NE,1691360520
404,ilheus,-14.7889,-39.0494,76.82,73,75,6.91,BR,1691360520
405,de aar,-30.6497,24.0123,55.8,34,0,4.05,ZA,1691360521
406,dobrinka,52.1653,40.4731,71.01,66,0,11.1,RU,1691360521
407,itupiranga,-5.1347,-49.3267,86.32,42,84,1.9,BR,1691360521
408,alpine,32.835,-116.7664,102.38,30,0,10.36,US,1691360521
409,ad dindar,13.2,34.1667,75.6,82,81,6.17,SD,1691360525
410,vallenar,-28.5708,-70.7581,67.96,46,84,4.14,CL,1691360526
411,gilgit,35.9221,74.3087,78.13,64,45,4.05,PK,1691360526
412,usogorsk,63.4106,48.6872,61.09,90,40,4.61,RU,1691360526
413,fort riley north,39.1108,-96.8139,79.61,62,100,16.11,US,1691360338
414,lensk,60.7253,114.9278,64.44,91,100,1.32,RU,1691360530
415,kibre mengist,5.8833,38.9833,56.52,89,84,2.26,ET,1691360530
416,tazacorte,28.629,-17.9293,74.37,88,0,5.75,ES,1691360531
417,meulaboh,4.1363,96.1285,76.05,91,100,3.83,ID,1691360532
418,maceio,-9.6658,-35.7353,72.84,100,100,13.8,BR,1691360533
419,choyr,46.3611,108.3611,61.52,71,88,4.7,MN,1691360534
420,fisterra,42.9049,-9.2629,65.75,70,18,21.52,ES,1691360535
421,tevriz,57.509,72.4042,56.17,75,0,2.08,RU,1691360536
422,baud,20.8333,84.3167,78.76,84,100,7.81,IN,1691360536
423,carnot,4.9409,15.8665,70.34,97,100,2.24,CF,1691360536
424,pingzhuang,42.0372,119.2889,61.63,91,9,3.13,CN,1691360536
425,ferkessedougou,9.6,-5.2,73.69,93,100,4.56,CI,1691360537
426,mendi,-6.1761,143.6513,52.75,87,78,0.94,PG,1691360538
427,tralee,52.2704,-9.7026,53.26,89,32,4.85,IE,1691360376
428,tari,12.4086,4.4914,76.93,87,99,9.44,NG,1691360539
429,shenkursk,62.1091,42.896,60.3,82,36,1.07,RU,1691360540
430,chibougamau,49.9168,-74.3659,71.22,53,0,5.75,CA,1691360541
431,panjab,34.388,67.0233,51.24,65,0,5.35,AF,1691360543
432,vila velha,-20.3297,-40.2925,71.55,81,0,9.22,BR,1691360543
433,amursk,50.2261,136.8994,62.65,60,0,3.36,RU,1691360544
434,minas de marcona,-15.2119,-75.1103,61.77,64,5,10.74,PE,1691360544
435,vodnyy,63.5046,53.4095,59.05,97,7,5.23,RU,1691360544
436,mount gambier,-37.8333,140.7667,40.93,93,3,2.13,AU,1691360545
437,maksatikha,57.797,35.8825,68.94,83,0,5.75,RU,1691360421
438,altamont,42.2068,-121.7372,79.79,37,40,11.5,US,1691360545
439,mapimi,25.8167,-103.85,96.58,15,3,9.13,MX,1691360546
440,myeik,12.4333,98.6,78.89,88,98,11.52,MM,1691360546
441,revda,56.801,59.9303,58.75,98,3,3.8,RU,1691360546
442,iisalmi,63.5592,27.1907,59.47,91,92,5.5,FI,1691360547
443,coquimbo,-29.9533,-71.3436,62.33,63,20,10.36,CL,1691360304
444,la foa,-21.7108,165.8276,68.49,64,41,6.76,NC,1691360547
445,piatykhatky,48.4133,33.7106,80.73,38,0,12.93,UA,1691360547
446,alofi,-19.0595,-169.9187,78.69,83,89,5.75,NU,1691360548
447,kalmunai,7.4167,81.8167,78.8,83,97,6.53,LK,1691360548
448,gubkinskiy,64.434,76.5026,62.22,51,1,7.92,RU,1691360548
449,sur,22.5667,59.5289,85.89,63,100,9.37,OM,1691360549
450,fort morgan,40.2503,-103.8,74.62,46,0,5.75,US,1691360549
451,el calafate,-50.3408,-72.2768,24.89,63,1,4.56,AR,1691360481
452,murashi,59.3999,48.9615,59.52,87,38,5.12,RU,1691360550
453,maumere,-8.6199,122.2111,74.88,74,3,5.08,ID,1691360551
454,arkadelphia,34.1209,-93.0538,97.77,38,59,7.09,US,1691360552
455,kutum,14.2,24.6667,75.29,62,96,13.38,SD,1691360552
456,old town,50.087,14.4202,60.01,86,75,21.85,CZ,1691360553
457,les sables-d'olonne,46.6667,-1.8333,56.19,86,12,9.62,FR,1691360553
458,huarmey,-10.0681,-78.1522,69.73,74,14,11.34,PE,1691360554
459,sarangani,5.4033,125.4636,82.92,76,98,14.18,PH,1691360555
460,telsiai,55.9814,22.2472,76.48,62,50,16.15,LT,1691360555
461,bria,6.5423,21.9863,69.08,97,99,2.44,CF,1691360555
462,al mindak,20.1588,41.2834,74.8,31,11,3.65,SA,1691360556
463,boa vista,2.8197,-60.6733,91.38,52,20,8.05,BR,1691360305
464,warrnambool,-38.3833,142.4833,38.34,86,5,4.81,AU,1691360557
465,kitimat,54.0524,-128.6534,86.38,57,35,11.01,CA,1691360557
466,acapulco de juarez,16.8634,-99.8901,87.62,70,75,9.22,MX,1691360419
467,korwai,24.1167,78.0419,75.13,86,100,11.56,IN,1691360558
468,bouarfa,32.53,-1.95,89.06,13,35,5.57,MA,1691360558
469,magadan,59.5667,150.8,52.54,56,99,12.33,RU,1691360559
470,usilampatti,9.9667,77.8,79.84,65,77,5.39,IN,1691360559
471,tirumakudal narsipur,12.21,76.9064,70.27,87,45,8.19,IN,1691360560
472,yenangyaung,20.4667,94.8833,78.31,81,100,14.76,MM,1691360560
473,novokuznetsk,53.7557,87.1099,52.2,87,0,1.92,RU,1691360561
474,sarnia,42.9787,-82.4041,70.11,88,100,12.66,CA,1691360562
475,mpika,-11.8343,31.4529,57.63,70,0,9.1,ZM,1691360562
476,barra dos coqueiros,-10.9089,-37.0386,78.82,73,20,9.22,BR,1691360563
477,tselinnoye,53.0833,85.6667,54.81,66,0,5.55,RU,1691360564
478,mora,11.0461,14.1401,78.06,72,100,5.41,CM,1691360564
479,seremban,2.7297,101.9381,77.95,85,37,1.61,MY,1691360565
480,timbuktu,16.7735,-3.0074,86.99,55,54,18.97,ML,1691360565
481,champoton,19.35,-90.7167,86.59,71,34,12.97,MX,1691360566
482,gotsucho,35.0,132.2167,81.23,80,31,8.14,JP,1691360567
483,krasnyy yar,46.5331,48.3456,76.96,36,0,5.06,RU,1691360567
484,ain sukhna,29.6002,32.3167,86.14,35,0,5.93,EG,1691360567
485,pale,43.8161,18.5694,51.55,100,0,2.3,BA,1691360568
486,las toscas,-28.3529,-59.258,83.1,34,1,5.64,AR,1691360568
487,kineshma,57.4391,42.1289,67.21,79,0,2.66,RU,1691360436
488,agua dulce,18.1333,-94.1333,83.98,77,78,10.89,MX,1691360569
489,aubigny-sur-nere,47.4882,2.439,53.1,100,57,4.03,FR,1691360569
490,flying fish cove,-10.4217,105.6791,74.88,94,100,11.5,CX,1691360570
491,ar rass,25.8694,43.4973,86.72,13,0,7.4,SA,1691360571
492,kittila,67.6647,24.8936,51.94,93,0,1.14,FI,1691360571
493,frederikshavn,57.4407,10.5366,57.22,89,100,15.43,DK,1691360572
494,nogliki,51.8333,143.1667,59.72,77,7,8.19,RU,1691360573
495,bubaque,11.2833,-15.8333,80.01,83,100,16.87,GW,1691360573
496,tommot,58.9564,126.2925,65.07,76,100,1.5,RU,1691360573
497,barranca,-10.75,-77.7667,67.33,74,19,11.21,PE,1691360575
498,pitimbu,-7.4706,-34.8086,77.59,85,77,15.7,BR,1691360575
499,garhi khairo,28.0606,67.9803,93.43,49,32,9.17,PK,1691360576
500,preston,53.7667,-2.7167,58.86,92,2,5.06,GB,1691360576
501,qingyuan,23.7,113.0333,84.18,84,0,1.43,CN,1691360577
502,kristiansund,63.1115,7.732,56.05,71,100,13.8,NO,1691360577
503,long beach,33.767,-118.1892,99.82,73,0,16.11,US,1691360349
504,ko pha ngan,9.7578,100.0291,79.48,74,100,15.82,TH,1691360578
505,hermiston,45.8404,-119.2895,86.67,46,20,8.05,US,1691360578
506,naze,28.3667,129.4833,77.92,90,100,37.31,JP,1691360579
507,miracatu,-24.2814,-47.4597,66.27,86,0,3.38,BR,1691360579
508,sakaiminato,35.55,133.2333,85.98,66,40,2.3,JP,1691360580
509,walvis bay,-22.9575,14.5053,56.35,76,0,4.61,NA,1691360580
510,raposa,-6.5167,-44.1833,81.45,31,20,4.38,BR,1691360580
511,gambela,8.25,34.5833,70.39,84,49,3.94,ET,1691360580
512,severo-yeniseyskiy,60.3725,93.0408,43.23,98,53,4.03,RU,1691360580
513,guerrero negro,27.9769,-114.0611,87.49,41,77,15.5,MX,1691360581
514,ouarzazat,30.9189,-6.8934,98.89,6,40,3.44,MA,1691360581
515,kargopol',61.5071,38.9456,66.11,71,97,4.5,RU,1691360479
516,kili,5.6439,169.1211,83.8,74,77,6.53,MH,1691360582
517,san mariano,7.5,126.0,73.6,85,100,2.93,PH,1691360582
518,san luis de la loma,17.2706,-100.8939,86.18,71,94,5.75,MX,1691360583
519,kolokani,13.5728,-8.0339,75.18,89,100,7.2,ML,1691360583
520,sigli,5.3848,95.9609,78.64,82,100,3.06,ID,1691360583
521,guatrache,-37.6678,-63.5302,54.3,23,14,9.91,AR,1691360584
522,ishigaki,24.3448,124.1572,82.53,94,75,6.91,JP,1691360444
523,takoradi,4.8845,-1.7554,74.48,91,33,7.18,GH,1691360584
524,emerald,-23.5333,148.1667,57.34,69,0,6.96,AU,1691360574
525,verkh-chebula,56.0308,87.6218,58.6,65,98,3.65,RU,1691360585
526,douglas,41.3,-96.167,72.68,85,100,17.27,US,1691360585
527,lone grove,34.1754,-97.2628,104.2,32,40,10.36,US,1691360585
528,karlino,54.0351,15.8774,57.42,94,100,21.63,PL,1691360586
529,pemba,-12.974,40.5178,74.1,94,75,9.22,MZ,1691360586
530,saint-augustin-de-desmaures,46.7406,-71.4513,77.79,53,75,5.75,CA,1691360395
531,marka,1.7159,44.7717,75.38,85,100,15.73,SO,1691360587
532,tsiombe,-25.3,45.4833,63.5,84,0,7.54,MG,1691360588
533,cheremkhovo,53.1561,103.0675,55.69,97,67,2.62,RU,1691360588
534,clarence town,-32.5833,151.7833,55.81,91,89,2.42,AU,1691360589
535,kuanda,56.3161,116.0806,63.41,61,99,2.08,RU,1691360589
536,nykobing falster,54.7691,11.8743,58.1,88,100,10.0,DK,1691360589
537,nantucket,41.2835,-70.0995,76.01,67,0,8.05,US,1691360590
538,plaquemine,30.2891,-91.2343,100.02,54,13,14.94,US,1691360590
539,cowra,-33.8333,148.6833,51.37,85,100,2.91,AU,1691360590
540,fuyuan,46.4333,127.0833,59.52,80,100,8.55,CN,1691360590
541,vilyuchinsk,52.9306,158.4028,62.87,71,97,5.95,RU,1691360591
542,mwinilunga,-11.7358,24.4293,59.76,49,0,4.41,ZM,1691360591
543,yigo village,13.5361,144.8886,79.92,93,75,9.22,GU,1691360591
544,outokumpu,62.7269,29.0159,64.29,87,4,8.37,FI,1691360592
545,colonia,50.9333,6.95,56.97,90,75,14.97,DE,1691360544
546,palopo,-2.9996,120.1921,75.45,86,74,2.1,ID,1691360592
547,mahina,-17.5065,-149.489,83.97,65,40,11.5,PF,1691360593
548,isangel,-19.55,169.2667,75.31,69,40,4.61,VU,1691360567
549,seversk,56.6006,84.8864,57.85,88,84,2.01,RU,1691360595
550,quelimane,-17.8786,36.8883,71.55,88,75,3.44,MZ,1691360595
551,santa cruz,-17.8,-63.1667,84.25,58,0,25.32,BO,1691360385
552,san pedro pochutla,15.7333,-96.4667,92.71,65,41,7.05,MX,1691360357
553,porbandar,21.6422,69.6093,80.24,83,99,21.5,IN,1691360400
554,aykhal,66.0,111.5,54.39,56,100,7.81,RU,1691360596
555,tindouf,27.6711,-8.1474,95.45,15,0,11.5,DZ,1691360597
556,khanty-mansiysk,61.0042,69.0019,60.91,77,0,4.47,RU,1691360597
557,mejit,10.2753,170.8646,83.16,78,96,21.32,MH,1691360597
558,turkmenbasy,40.0222,52.9552,75.97,73,0,4.61,TM,1691360598
559,sattahip,12.6664,100.9007,82.49,83,20,9.22,TH,1691360599
560,maslyanino,54.3436,84.2111,54.55,71,7,2.84,RU,1691360600
561,lock haven,41.137,-77.4469,84.97,66,79,6.73,US,1691360326
562,donaghadee,54.6333,-5.5333,57.13,88,5,1.99,GB,1691360601
563,margate,51.3813,1.3862,59.88,72,26,3.0,GB,1691360601
564,olinda,-8.0089,-34.8553,74.93,94,75,17.27,BR,1691360602
565,strelka,58.0728,93.0344,53.37,95,92,3.62,RU,1691360602
566,ciudad miguel aleman,26.35,-99.1,107.51,21,2,17.45,MX,1691360602
567,salinopolis,-0.6136,-47.3561,80.49,81,46,13.76,BR,1691360603
568,shingu,33.7333,135.9833,79.11,93,99,9.53,JP,1691360603
569,roma,43.2128,-75.4557,80.38,45,0,3.44,US,1691360466
570,aripuana,-9.1667,-60.6333,87.24,34,95,2.08,BR,1691360603
571,madinat ash shamal,26.1293,51.2009,93.47,64,5,3.06,QA,1691360405
572,jaru,-10.4389,-62.4664,89.2,28,2,2.89,BR,1691360479
573,akrehamn,59.2667,5.1833,59.25,82,100,18.41,NO,1691360605
574,salalah,17.0151,54.0924,78.89,94,100,5.75,OM,1691360605
575,at taj,24.2049,23.2857,96.03,13,100,15.26,LY,1691360606
576,laurel,39.0993,-76.8483,85.48,77,0,10.36,US,1691360606
577,wenchang,30.904,118.4887,79.54,96,99,2.42,CN,1691360607
578,inari,68.906,27.0288,52.0,86,54,3.11,FI,1691360608
579,xai-xai,-25.0519,33.6442,62.65,79,0,5.17,MZ,1691360608
580,eldorado,-23.7869,-54.2836,73.47,42,0,4.59,BR,1691360609
581,amloh,30.6084,76.2319,83.12,71,88,4.88,IN,1691360609
582,anna regina,7.2644,-58.5077,82.81,75,2,10.25,GY,1691360610
